wc_date,wc_caption,wc_mention
2026-05-21 09:00:00,전문,9
2026-05-21 09:00:00,착용감,1
2026-05-21 09:00:00,추천,14
2026-05-21 09:00:00,품질,15
2026-05-21 09:00:00,향기,0
2026-05-22 09:00:00,ROAR,13
2026-05-22 09:00:00,가성비,8
2026-05-22 09:00:00,두피,0
2026-05-22 09:00:00,디자인,0
2026-05-22 09:00:00,라이언스윔,5
2026-05-22 09:00:00,만족도,11
2026-05-22 09:00:00,모발,1
2026-05-22 09:00:00,밀착감,0
2026-05-22 09:00:00,보습,0
2026-05-22 09:00:00,사이즈,0
2026-05-22 09:00:00,샴푸,1
2026-05-22 09:00:00,세정력,1
2026-05-22 09:00:00,수경,1
2026-05-22 09:00:00,수영,12
2026-05-22 09:00:00,수영모,0
2026-05-22 09:00:00,수영복,1
2026-05-22 09:00:00,스포츠,8
2026-05-22 09:00:00,신축성,0
2026-05-22 09:00:00,염소,0
2026-05-22 09:00:00,원단,1
2026-05-22 09:00:00,전문,11
2026-05-22 09:00:00,착용감,1
2026-05-22 09:00:00,추천,13
2026-05-22 09:00:00,품질,14
2026-05-22 09:00:00,향기,1
2026-05-23 09:00:00,ROAR,12
2026-05-23 09:00:00,가성비,5
2026-05-23 09:00:00,두피,1
2026-05-23 09:00:00,디자인,0
2026-05-23 09:00:00,라이언스윔,14
2026-05-23 09:00:00,만족도,8
2026-05-23 09:00:00,모발,1
2026-05-23 09:00:00,밀착감,0
2026-05-23 09:00:00,보습,1
2026-05-23 09:00:00,사이즈,0
2026-05-23 09:00:00,샴푸,1
2026-05-23 09:00:00,세정력,1
2026-05-23 09:00:00,수경,0
2026-05-23 09:00:00,수영,9
2026-05-23 09:00:00,수영모,0
2026-05-23 09:00:00,수영복,1
2026-05-23 09:00:00,스포츠,12
2026-05-23 09:00:00,신축성,1
2026-05-23 09:00:00,염소,0
2026-05-23 09:00:00,원단,0
2026-05-23 09:00:00,전문,5
2026-05-23 09:00:00,착용감,0
2026-05-23 09:00:00,추천,13
2026-05-23 09:00:00,품질,8
2026-05-23 09:00:00,향기,1
2026-05-24 09:00:00,ROAR,17
2026-05-24 09:00:00,가성비,8
2026-05-24 09:00:00,두피,0
2026-05-24 09:00:00,디자인,73
2026-05-24 09:00:00,라이언스윔,12
2026-05-24 09:00:00,만족도,16
2026-05-24 09:00:00,모발,0
2026-05-24 09:00:00,밀착감,72
2026-05-24 09:00:00,보습,0
2026-05-24 09:00:00,사이즈,74
2026-05-24 09:00:00,샴푸,1
2026-05-24 09:00:00,세정력,0
2026-05-24 09:00:00,수경,72
2026-05-24 09:00:00,수영,18
2026-05-24 09:00:00,수영모,73
2026-05-24 09:00:00,수영복,73
2026-05-24 09:00:00,스포츠,6
2026-05-24 09:00:00,신축성,72
2026-05-24 09:00:00,염소,0
2026-05-24 09:00:00,원단,72
2026-05-24 09:00:00,전문,7
2026-05-24 09:00:00,착용감,72
2026-05-24 09:00:00,추천,6
2026-05-24 09:00:00,품질,24
2026-05-24 09:00:00,향기,0
2026-05-25 09:00:00,ROAR,14
2026-05-25 09:00:00,가성비,13
2026-05-25 09:00:00,두피,1
2026-05-25 09:00:00,디자인,53
2026-05-25 09:00:00,라이언스윔,12
2026-05-25 09:00:00,만족도,17
2026-05-25 09:00:00,모발,1
2026-05-25 09:00:00,밀착감,52
2026-05-25 09:00:00,보습,0
2026-05-25 09:00:00,사이즈,52
2026-05-25 09:00:00,샴푸,1
2026-05-25 09:00:00,세정력,1
2026-05-25 09:00:00,수경,50
2026-05-25 09:00:00,수영,16
2026-05-25 09:00:00,수영모,53
2026-05-25 09:00:00,수영복,51
2026-05-25 09:00:00,스포츠,22
2026-05-25 09:00:00,신축성,52
2026-05-25 09:00:00,염소,0
2026-05-25 09:00:00,원단,50
2026-05-25 09:00:00,전문,18
2026-05-25 09:00:00,착용감,53
2026-05-25 09:00:00,추천,9
2026-05-25 09:00:00,품질,11
2026-05-25 09:00:00,향기,1
2026-05-26 09:00:00,ROAR,24
2026-05-26 09:00:00,가성비,13
2026-05-26 09:00:00,두피,0
2026-05-26 09:00:00,디자인,37
2026-05-26 09:00:00,라이언스윔,19
2026-05-26 09:00:00,만족도,10
2026-05-26 09:00:00,모발,1
2026-05-26 09:00:00,밀착감,37
2026-05-26 09:00:00,보습,0
2026-05-26 09:00:00,사이즈,37
2026-05-26 09:00:00,샴푸,1
2026-05-26 09:00:00,세정력,1
2026-05-26 09:00:00,수경,38
2026-05-26 09:00:00,수영,19
2026-05-26 09:00:00,수영모,36
2026-05-26 09:00:00,수영복,35
2026-05-26 09:00:00,스포츠,13
2026-05-26 09:00:00,신축성,35
2026-05-26 09:00:00,염소,1
2026-05-26 09:00:00,원단,37
2026-05-26 09:00:00,전문,18
2026-05-26 09:00:00,착용감,37
2026-05-26 09:00:00,추천,25
2026-05-26 09:00:00,품질,26
2026-05-26 09:00:00,향기,0
2026-05-27 09:00:00,ROAR,11
2026-05-27 09:00:00,가성비,12
2026-05-27 09:00:00,두피,1
2026-05-27 09:00:00,디자인,26
2026-05-27 09:00:00,라이언스윔,8
2026-05-27 09:00:00,만족도,22
2026-05-27 09:00:00,모발,0
2026-05-27 09:00:00,밀착감,27
2026-05-27 09:00:00,보습,0
2026-05-27 09:00:00,사이즈,25
2026-05-27 09:00:00,샴푸,0
2026-05-27 09:00:00,세정력,0
2026-05-27 09:00:00,수경,26
2026-05-27 09:00:00,수영,11
2026-05-27 09:00:00,수영모,25
2026-05-27 09:00:00,수영복,28
2026-05-27 09:00:00,스포츠,19
2026-05-27 09:00:00,신축성,28
2026-05-27 09:00:00,염소,1
2026-05-27 09:00:00,원단,27
2026-05-27 09:00:00,전문,12
2026-05-27 09:00:00,착용감,28
2026-05-27 09:00:00,추천,9
2026-05-27 09:00:00,품질,21
2026-05-27 09:00:00,향기,1
2026-05-28 09:00:00,ROAR,12
2026-05-28 09:00:00,가성비,18
2026-05-28 09:00:00,두피,0
2026-05-28 09:00:00,디자인,18
2026-05-28 09:00:00,라이언스윔,11
2026-05-28 09:00:00,만족도,19
2026-05-28 09:00:00,모발,0
2026-05-28 09:00:00,밀착감,20
2026-05-28 09:00:00,보습,1
2026-05-28 09:00:00,사이즈,19
2026-05-28 09:00:00,샴푸,1
2026-05-28 09:00:00,세정력,1
2026-05-28 09:00:00,수경,17
2026-05-28 09:00:00,수영,9
2026-05-28 09:00:00,수영모,19
2026-05-28 09:00:00,수영복,20
2026-05-28 09:00:00,스포츠,8
2026-05-28 09:00:00,신축성,19
2026-05-28 09:00:00,염소,1
2026-05-28 09:00:00,원단,18
2026-05-28 09:00:00,전문,12
2026-05-28 09:00:00,착용감,20
2026-05-28 09:00:00,추천,9
2026-05-28 09:00:00,품질,10
2026-05-28 09:00:00,향기,0
2026-05-29 09:00:00,ROAR,7
2026-05-29 09:00:00,가성비,14
2026-05-29 09:00:00,두피,1
2026-05-29 09:00:00,디자인,12
2026-05-29 09:00:00,라이언스윔,17
2026-05-29 09:00:00,만족도,21
2026-05-29 09:00:00,모발,1
2026-05-29 09:00:00,밀착감,14
2026-05-29 09:00:00,보습,1
2026-05-29 09:00:00,사이즈,12
2026-05-29 09:00:00,샴푸,0
2026-05-29 09:00:00,세정력,1
2026-05-29 09:00:00,수경,12
2026-05-29 09:00:00,수영,17
2026-05-29 09:00:00,수영모,12
2026-05-29 09:00:00,수영복,15
2026-05-29 09:00:00,스포츠,15
2026-05-29 09:00:00,신축성,12
2026-05-29 09:00:00,염소,0
2026-05-29 09:00:00,원단,15
2026-05-29 09:00:00,전문,20
2026-05-29 09:00:00,착용감,13
2026-05-29 09:00:00,추천,18
2026-05-29 09:00:00,품질,11
2026-05-29 09:00:00,향기,1
2026-05-30 09:00:00,ROAR,11
2026-05-30 09:00:00,가성비,11
2026-05-30 09:00:00,두피,0
2026-05-30 09:00:00,디자인,12
2026-05-30 09:00:00,라이언스윔,19
2026-05-30 09:00:00,만족도,12
2026-05-30 09:00:00,모발,1
2026-05-30 09:00:00,밀착감,11
2026-05-30 09:00:00,보습,0
2026-05-30 09:00:00,사이즈,12
2026-05-30 09:00:00,샴푸,0
2026-05-30 09:00:00,세정력,1
2026-05-30 09:00:00,수경,11
2026-05-30 09:00:00,수영,16
2026-05-30 09:00:00,수영모,9
2026-05-30 09:00:00,수영복,11
2026-05-30 09:00:00,스포츠,21
2026-05-30 09:00:00,신축성,9
2026-05-30 09:00:00,염소,1
2026-05-30 09:00:00,원단,9
2026-05-30 09:00:00,전문,18
2026-05-30 09:00:00,착용감,10
2026-05-30 09:00:00,추천,9
2026-05-30 09:00:00,품질,19
2026-05-30 09:00:00,향기,1
2026-05-31 09:00:00,ROAR,6
2026-05-31 09:00:00,가성비,6
2026-05-31 09:00:00,두피,0
2026-05-31 09:00:00,디자인,7
2026-05-31 09:00:00,라이언스윔,13
2026-05-31 09:00:00,만족도,6
2026-05-31 09:00:00,모발,1
2026-05-31 09:00:00,밀착감,8
2026-05-31 09:00:00,보습,1
2026-05-31 09:00:00,사이즈,8
2026-05-31 09:00:00,샴푸,1
2026-05-31 09:00:00,세정력,0
2026-05-31 09:00:00,수경,8
2026-05-31 09:00:00,수영,6
2026-05-31 09:00:00,수영모,9
2026-05-31 09:00:00,수영복,9
2026-05-31 09:00:00,스포츠,5
2026-05-31 09:00:00,신축성,7
2026-05-31 09:00:00,염소,1
2026-05-31 09:00:00,원단,9
2026-05-31 09:00:00,전문,5
2026-05-31 09:00:00,착용감,8
2026-05-31 09:00:00,추천,9
2026-05-31 09:00:00,품질,11
2026-05-31 09:00:00,향기,0
2026-06-01 09:00:00,ROAR,7
2026-06-01 09:00:00,가성비,14
2026-06-01 09:00:00,두피,1
2026-06-01 09:00:00,디자인,5
2026-06-01 09:00:00,라이언스윔,14
2026-06-01 09:00:00,만족도,8
2026-06-01 09:00:00,모발,1
2026-06-01 09:00:00,밀착감,7
2026-06-01 09:00:00,보습,1
2026-06-01 09:00:00,사이즈,6
2026-06-01 09:00:00,샴푸,0
2026-06-01 09:00:00,세정력,0
2026-06-01 09:00:00,수경,7
2026-06-01 09:00:00,수영,10
2026-06-01 09:00:00,수영모,7
2026-06-01 09:00:00,수영복,8
2026-06-01 09:00:00,스포츠,15
2026-06-01 09:00:00,신축성,8
2026-06-01 09:00:00,염소,1
2026-06-01 09:00:00,원단,5
2026-06-01 09:00:00,전문,8
2026-06-01 09:00:00,착용감,8
2026-06-01 09:00:00,추천,12
2026-06-01 09:00:00,품질,6
2026-06-01 09:00:00,향기,0
2026-06-02 09:00:00,ROAR,9
2026-06-02 09:00:00,가성비,14
2026-06-02 09:00:00,두피,0
2026-06-02 09:00:00,디자인,5
2026-06-02 09:00:00,라이언스윔,5
2026-06-02 09:00:00,만족도,8
2026-06-02 09:00:00,모발,0
2026-06-02 09:00:00,밀착감,4
2026-06-02 09:00:00,보습,1
2026-06-02 09:00:00,사이즈,4
2026-06-02 09:00:00,샴푸,1
2026-06-02 09:00:00,세정력,1
2026-06-02 09:00:00,수경,4
2026-06-02 09:00:00,수영,9
2026-06-02 09:00:00,수영모,4
2026-06-02 09:00:00,수영복,5
2026-06-02 09:00:00,스포츠,9
2026-06-02 09:00:00,신축성,3
2026-06-02 09:00:00,염소,0
2026-06-02 09:00:00,원단,5
2026-06-02 09:00:00,전문,5
2026-06-02 09:00:00,착용감,3
2026-06-02 09:00:00,추천,5
2026-06-02 09:00:00,품질,6
2026-06-02 09:00:00,향기,1
2026-06-03 09:00:00,ROAR,13
2026-06-03 09:00:00,가성비,6
2026-06-03 09:00:00,두피,0
2026-06-03 09:00:00,디자인,5
2026-06-03 09:00:00,라이언스윔,15
2026-06-03 09:00:00,만족도,7
2026-06-03 09:00:00,모발,1
2026-06-03 09:00:00,밀착감,5
2026-06-03 09:00:00,보습,1
2026-06-03 09:00:00,사이즈,3
2026-06-03 09:00:00,샴푸,0
2026-06-03 09:00:00,세정력,0
2026-06-03 09:00:00,수경,3
2026-06-03 09:00:00,수영,14
2026-06-03 09:00:00,수영모,3
2026-06-03 09:00:00,수영복,2
2026-06-03 09:00:00,스포츠,13
2026-06-03 09:00:00,신축성,4
2026-06-03 09:00:00,염소,0
2026-06-03 09:00:00,원단,3
2026-06-03 09:00:00,전문,15
2026-06-03 09:00:00,착용감,5
2026-06-03 09:00:00,추천,10
2026-06-03 09:00:00,품질,13
2026-06-03 09:00:00,향기,1
2026-06-04 09:00:00,ROAR,7
2026-06-04 09:00:00,가성비,10
2026-06-04 09:00:00,두피,1
2026-06-04 09:00:00,디자인,2
2026-06-04 09:00:00,라이언스윔,15
2026-06-04 09:00:00,만족도,14
2026-06-04 09:00:00,모발,0
2026-06-04 09:00:00,밀착감,2
2026-06-04 09:00:00,보습,1
2026-06-04 09:00:00,사이즈,5
2026-06-04 09:00:00,샴푸,1
2026-06-04 09:00:00,세정력,1
2026-06-04 09:00:00,수경,2
2026-06-04 09:00:00,수영,10
2026-06-04 09:00:00,수영모,4
2026-06-04 09:00:00,수영복,3
2026-06-04 09:00:00,스포츠,15
2026-06-04 09:00:00,신축성,4
2026-06-04 09:00:00,염소,0
2026-06-04 09:00:00,원단,4
2026-06-04 09:00:00,전문,9
2026-06-04 09:00:00,착용감,4
2026-06-04 09:00:00,추천,10
2026-06-04 09:00:00,품질,13
2026-06-04 09:00:00,향기,0
2026-06-05 09:00:00,ROAR,9
2026-06-05 09:00:00,가성비,11
2026-06-05 09:00:00,두피,1
2026-06-05 09:00:00,디자인,1
2026-06-05 09:00:00,라이언스윔,13
2026-06-05 09:00:00,만족도,9
2026-06-05 09:00:00,모발,0
2026-06-05 09:00:00,밀착감,2
2026-06-05 09:00:00,보습,0
2026-06-05 09:00:00,사이즈,3
2026-06-05 09:00:00,샴푸,1
2026-06-05 09:00:00,세정력,0
2026-06-05 09:00:00,수경,4
2026-06-05 09:00:00,수영,5
2026-06-05 09:00:00,수영모,4
2026-06-05 09:00:00,수영복,4
2026-06-05 09:00:00,스포츠,6
2026-06-05 09:00:00,신축성,4
2026-06-05 09:00:00,염소,1
2026-06-05 09:00:00,원단,3
2026-06-05 09:00:00,전문,14
2026-06-05 09:00:00,착용감,1
2026-06-05 09:00:00,추천,9
2026-06-05 09:00:00,품질,11
2026-06-05 09:00:00,향기,1
2026-06-06 09:00:00,ROAR,12
2026-06-06 09:00:00,가성비,21
2026-06-06 09:00:00,두피,59
2026-06-06 09:00:00,디자인,1
2026-06-06 09:00:00,라이언스윔,20
2026-06-06 09:00:00,만족도,20
2026-06-06 09:00:00,모발,57
2026-06-06 09:00:00,밀착감,1
2026-06-06 09:00:00,보습,59
2026-06-06 09:00:00,사이즈,1
2026-06-06 09:00:00,샴푸,58
2026-06-06 09:00:00,세정력,59
2026-06-06 09:00:00,수경,0
2026-06-06 09:00:00,수영,7
2026-06-06 09:00:00,수영모,1
2026-06-06 09:00:00,수영복,0
2026-06-06 09:00:00,스포츠,21
2026-06-06 09:00:00,신축성,0
2026-06-06 09:00:00,염소,59
2026-06-06 09:00:00,원단,0
2026-06-06 09:00:00,전문,20
2026-06-06 09:00:00,착용감,1
2026-06-06 09:00:00,추천,13
2026-06-06 09:00:00,품질,23
2026-06-06 09:00:00,향기,56
2026-06-07 09:00:00,ROAR,9
2026-06-07 09:00:00,가성비,10
2026-06-07 09:00:00,두피,41
2026-06-07 09:00:00,디자인,1
2026-06-07 09:00:00,라이언스윔,14
2026-06-07 09:00:00,만족도,21
2026-06-07 09:00:00,모발,39
2026-06-07 09:00:00,밀착감,0
2026-06-07 09:00:00,보습,39
2026-06-07 09:00:00,사이즈,0
2026-06-07 09:00:00,샴푸,42
2026-06-07 09:00:00,세정력,40
2026-06-07 09:00:00,수경,1
2026-06-07 09:00:00,수영,10
2026-06-07 09:00:00,수영모,1
2026-06-07 09:00:00,수영복,0
2026-06-07 09:00:00,스포츠,16
2026-06-07 09:00:00,신축성,1
2026-06-07 09:00:00,염소,39
2026-06-07 09:00:00,원단,0
2026-06-07 09:00:00,전문,19
2026-06-07 09:00:00,착용감,0
2026-06-07 09:00:00,추천,8
2026-06-07 09:00:00,품질,15
2026-06-07 09:00:00,향기,39
2026-06-08 09:00:00,ROAR,10
2026-06-08 09:00:00,가성비,21
2026-06-08 09:00:00,두피,27
2026-06-08 09:00:00,디자인,0
2026-06-08 09:00:00,라이언스윔,22
2026-06-08 09:00:00,만족도,14
2026-06-08 09:00:00,모발,28
2026-06-08 09:00:00,밀착감,0
2026-06-08 09:00:00,보습,27
2026-06-08 09:00:00,사이즈,0
2026-06-08 09:00:00,샴푸,29
2026-06-08 09:00:00,세정력,28
2026-06-08 09:00:00,수경,0
2026-06-08 09:00:00,수영,14
2026-06-08 09:00:00,수영모,1
2026-06-08 09:00:00,수영복,1
2026-06-08 09:00:00,스포츠,15
2026-06-08 09:00:00,신축성,1
2026-06-08 09:00:00,염소,28
2026-06-08 09:00:00,원단,1
2026-06-08 09:00:00,전문,9
2026-06-08 09:00:00,착용감,0
2026-06-08 09:00:00,추천,6
2026-06-08 09:00:00,품질,17
2026-06-08 09:00:00,향기,30
2026-06-09 09:00:00,ROAR,14
2026-06-09 09:00:00,가성비,7
2026-06-09 09:00:00,두피,22
2026-06-09 09:00:00,디자인,1
2026-06-09 09:00:00,라이언스윔,17
2026-06-09 09:00:00,만족도,23
2026-06-09 09:00:00,모발,20
2026-06-09 09:00:00,밀착감,0
2026-06-09 09:00:00,보습,20
2026-06-09 09:00:00,사이즈,1
2026-06-09 09:00:00,샴푸,22
2026-06-09 09:00:00,세정력,22
2026-06-09 09:00:00,수경,1
2026-06-09 09:00:00,수영,8
2026-06-09 09:00:00,수영모,1
2026-06-09 09:00:00,수영복,1
2026-06-09 09:00:00,스포츠,10
2026-06-09 09:00:00,신축성,0
2026-06-09 09:00:00,염소,19
2026-06-09 09:00:00,원단,0
2026-06-09 09:00:00,전문,6
2026-06-09 09:00:00,착용감,1
2026-06-09 09:00:00,추천,8
2026-06-09 09:00:00,품질,22
2026-06-09 09:00:00,향기,22
2026-06-10 09:00:00,ROAR,20
2026-06-10 09:00:00,가성비,7
2026-06-10 09:00:00,두피,14
2026-06-10 09:00:00,디자인,1
2026-06-10 09:00:00,라이언스윔,11
2026-06-10 09:00:00,만족도,16
2026-06-10 09:00:00,모발,17
2026-06-10 09:00:00,밀착감,1
2026-06-10 09:00:00,보습,15
2026-06-10 09:00:00,사이즈,0
2026-06-10 09:00:00,샴푸,16
2026-06-10 09:00:00,세정력,16
2026-06-10 09:00:00,수경,0
2026-06-10 09:00:00,수영,25
2026-06-10 09:00:00,수영모,1
2026-06-10 09:00:00,수영복,0
2026-06-10 09:00:00,스포츠,15
2026-06-10 09:00:00,신축성,1
2026-06-10 09:00:00,염소,17
2026-06-10 09:00:00,원단,1
2026-06-10 09:00:00,전문,20
2026-06-10 09:00:00,착용감,1
2026-06-10 09:00:00,추천,20
2026-06-10 09:00:00,품질,11
2026-06-10 09:00:00,향기,17
2026-06-11 09:00:00,ROAR,21
2026-06-11 09:00:00,가성비,18
2026-06-11 09:00:00,두피,11
2026-06-11 09:00:00,디자인,1
2026-06-11 09:00:00,라이언스윔,21
2026-06-11 09:00:00,만족도,11
2026-06-11 09:00:00,모발,10
2026-06-11 09:00:00,밀착감,0
2026-06-11 09:00:00,보습,10
2026-06-11 09:00:00,사이즈,0
2026-06-11 09:00:00,샴푸,13
2026-06-11 09:00:00,세정력,13
2026-06-11 09:00:00,수경,1
2026-06-11 09:00:00,수영,19
2026-06-11 09:00:00,수영모,1
2026-06-11 09:00:00,수영복,1
2026-06-11 09:00:00,스포츠,23
2026-06-11 09:00:00,신축성,0
2026-06-11 09:00:00,염소,11
2026-06-11 09:00:00,원단,0
2026-06-11 09:00:00,전문,18
2026-06-11 09:00:00,착용감,1
2026-06-11 09:00:00,추천,22
2026-06-11 09:00:00,품질,11
2026-06-11 09:00:00,향기,11
2026-06-12 09:00:00,ROAR,20
2026-06-12 09:00:00,가성비,8
2026-06-12 09:00:00,두피,7
2026-06-12 09:00:00,디자인,1
2026-06-12 09:00:00,라이언스윔,16
2026-06-12 09:00:00,만족도,10
2026-06-12 09:00:00,모발,8
2026-06-12 09:00:00,밀착감,0
2026-06-12 09:00:00,보습,9
2026-06-12 09:00:00,사이즈,1
2026-06-12 09:00:00,샴푸,8
2026-06-12 09:00:00,세정력,10
2026-06-12 09:00:00,수경,1
2026-06-12 09:00:00,수영,9
2026-06-12 09:00:00,수영모,0
2026-06-12 09:00:00,수영복,1
2026-06-12 09:00:00,스포츠,19
2026-06-12 09:00:00,신축성,0
2026-06-12 09:00:00,염소,9
2026-06-12 09:00:00,원단,1
2026-06-12 09:00:00,전문,26
2026-06-12 09:00:00,착용감,1
2026-06-12 09:00:00,추천,19
2026-06-12 09:00:00,품질,11
2026-06-12 09:00:00,향기,8
2026-06-13 09:00:00,ROAR,9
2026-06-13 09:00:00,가성비,9
2026-06-13 09:00:00,두피,7
2026-06-13 09:00:00,디자인,0
2026-06-13 09:00:00,라이언스윔,9
2026-06-13 09:00:00,만족도,13
2026-06-13 09:00:00,모발,7
2026-06-13 09:00:00,밀착감,1
2026-06-13 09:00:00,보습,6
2026-06-13 09:00:00,사이즈,0
2026-06-13 09:00:00,샴푸,6
2026-06-13 09:00:00,세정력,8
2026-06-13 09:00:00,수경,1
2026-06-13 09:00:00,수영,10
